date,supplier,delivery_mode,amount,purchase_reference,user_account
2022-11-14,WIPAJOS ELECTRICALS LTD,CASH SALE RECEIPT,7000.0,8475,ADMIN
2022-11-14,LINNER SUPPLIERS,CASH SALE RECEIPT,2300.0,1338,ADMIN
2022-11-14,TAMMAM,INVOICE,8330.0,1337,ADMIN
2022-11-14,QUICK POWER,INVOICE,950.0,1341,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,11000.0,51232,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,50.0,51237,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,36800.0,240994,ADMIN
2022-11-14,SHOP STORE,INVOICE,7050.0,240993,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,19150.0,51236,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,280.0,51238,ADMIN
2022-11-14,COSTWISE,INVOICE,1150.0,1343,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,10.0,51246,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,1000.0,51241,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,2750.0,51241,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,1320.0,51242,ADMIN
2022-11-14,SHOP STORE,INVOICE,60.0,241000,ADMIN
2022-11-14,SHOP STORE,INVOICE,50.0,241001,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,10.0,51244,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,3300.0,51245,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,10.0,51251,ADMIN
2022-11-14,SHOP STORE,INVOICE,10450.0,240998,ADMIN
2022-11-14,SHOP STORE,INVOICE,10.0,240999,ADMIN
2022-11-14,SOATIA VENTURES,INVOICE,52200.0,1632,ADMIN
2022-11-14,POINTY POOL ENTERPRISES,INVOICE,7200.0,1885,ADMIN
2022-11-14,TRONIC KENYA LIMITED,INVOICE,124644.83,nm-55267,ADMIN
2022-11-14,KING MAKER ELECTRICAL LTD,INVOICE,4400.0,1346,ADMIN
2022-11-14,TAMMAM,INVOICE,220.0,1345,ADMIN
2022-11-14,HUZON ELECTRICALS,INVOICE,9600.0,1131,ADMIN
2022-11-14,GEOGRESS,INVOICE,9300.0,1342,ADMIN
2022-11-14,TYRAX TRADERS,INVOICE,63000.0,5570,ADMIN
2022-11-14,OPTONICA,INVOICE,75000.0,0003210,ADMIN
2022-11-14,KESSY ENTERPRISES,INVOICE,54000.0,123,ADMIN
2022-11-14,MILLY SMARTS,INVOICE,1050.0,269,ADMIN
2022-11-14,DPLIGHT,INVOICE,3000.0,25613,ADMIN
2022-11-14,KAREITHI ELECTRICAL SHOP,INVOICE,163200.0,8756,ADMIN
2022-11-14,KING MAKER ELECTRICAL LTD,INVOICE,2400.0,1340,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,14490.0,51256,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,10565.0,51253,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,28520.0,51252,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,25010.0,51247,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,17500.0,51248,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,20.0,51254,ADMIN
2022-11-14,CBC STORE PLAZA,INVOICE,33000.0,51255,ADMIN
2022-11-14,KAREITHI ELECTRICAL SHOP,INVOICE,34000.0,8757,ADMIN
2022-11-14,CBC STORE PLAZA,CASH SALE RECEIPT,0.0,1349,ADMIN
2022-11-14,ROYAL ELECTRONICS,INVOICE,13440.0,1339,ADMIN
2022-11-14,KING MAKER ELECTRICAL LTD,INVOICE,2400.0,1347,ADMIN
2022-11-14,LINNER SUPPLIERS,INVOICE,3000.0,1350,ADMIN
2022-11-14,SAVE POWER,INVOICE,1500.0,1348,ADMIN
2022-11-14,FAITH ENTERPRISES,CASH SALE RECEIPT,3500.0,1349,ADMIN
2022-11-15,WIPAJOS ELECTRICALS LTD,INVOICE,6400.0,1080,ELSIE
2022-11-15,CITY VIEW,INVOICE,4750.0,1730,ELSIE
2022-11-15,PURE POWER,INVOICE,26400.0,1731,ELSIE
2022-11-15,SHOP STORE,INVOICE,6200.0,251004,ELSIE
2022-11-15,SHOP STORE,INVOICE,160.0,251002,ELSIE
2022-11-15,SHOP STORE,INVOICE,200.0,251005,ELSIE
2022-11-15,SHOP STORE,INVOICE,45010.0,251007,ELSIE
2022-11-15,SHOP STORE,INVOICE,1200.0,251006,ELSIE
2022-11-15,SHOP STORE,INVOICE,30.0,251003,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,3820.0,51274,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,10.0,51275,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,200.0,51273,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,50.0,51272,ELSIE
2022-11-15,DPLIGHT,INVOICE,3000.0,25723,ELSIE
2022-11-15,KING MAKER ELECTRICAL LTD,INVOICE,2750.0,1732,ELSIE
2022-11-15,SMART JONES,INVOICE,2750.0,35,ELSIE
2022-11-15,TOP MAX,INVOICE,3400.0,1733,ELSIE
2022-11-15,SHOP STORE,INVOICE,20.0,51278,ELSIE
2022-11-15,SHOP STORE,INVOICE,20.0,51276,ELSIE
2022-11-15,SHOP STORE,INVOICE,330.0,54105,ELSIE
2022-11-15,SHOP STORE,INVOICE,10.0,51277,ELSIE
2022-11-15,GOLDMAX ELECTRICALS LTD,INVOICE,13080.0,1735,ELSIE
2022-11-15,VASTECH AGENCIESB LTD,INVOICE,4300.0,1738,ELSIE
2022-11-15,TAMMAM,INVOICE,0.0,1736,ELSIE
2022-11-15,TAMMAM,INVOICE,210.0,1736,ELSIE
2022-11-15,POINTY POOL ENTERPRISES,INVOICE,7500.0,1888,ELSIE
2022-11-15,POINTY POOL ENTERPRISES,INVOICE,2500.0,1887,ELSIE
2022-11-15,PURE POWER,CASH SALE RECEIPT,700.0,1734,ELSIE
2022-11-15,CAREPOINT TRADERS LTD,CASH SALE RECEIPT,1150.0,36089,ELSIE
2022-11-15,ZODIAC ELECTRIC,CASH SALE RECEIPT,0.0,355,ELSIE
2022-11-15,JOY ENTERPRISES,CASH SALE RECEIPT,2730.0,5379,ELSIE
2022-11-15,ZODIAC ELECTRIC,CASH SALE RECEIPT,10000.0,355,ELSIE
2022-11-15,OPTONICA,INVOICE,31000.0,15-11-2-22,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,120.0,51280,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,45.0,51282,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,550.0,51283,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,5300.0,51288,ELSIE
2022-11-15,CBC STORE PLAZA,INVOICE,13200.0,51284,ELSIE
2022-11-15,SHOP STORE,INVOICE,4850.0,251011,ELSIE
2022-11-15,SHOP STORE,INVOICE,5611.0,251010,ELSIE
2022-11-15,SHOP STORE,INVOICE,1200.0,251009,ELSIE
2022-11-15,SHOP STORE,INVOICE,4006.0,251015,ELSIE
2022-11-15,POWERTEX,INVOICE,400.0,1741,ELSIE
2022-11-15,SMART JONES,INVOICE,2250.0,1742,ELSIE
2022-11-15,TALAN ENTERPRISES,INVOICE,3400.0,1739,ELSIE
2022-11-15,CRANE SUPPLIERS,INVOICE,1500.0,1740,ELSIE
2022-11-15,EN LIGHT ELECTRICAL LIGHTING,CASH SALE RECEIPT,70000.0,2022018309,ELSIE
2022-11-15,TOP CHOICE ELECTRONICS,INVOICE,203600.0,2226,ELSIE
2022-11-16,STANDARD CABLE CO.LTD,INVOICE,332500.0,4418,ELSIE
2022-11-16,ZODIAC ELECTRIC,INVOICE,8000.0,1743,ELSIE
2022-11-16,TAMMAM,INVOICE,25280.0,1746,ELSIE
2022-11-16,KING MAKER ELECTRICAL LTD,INVOICE,16150.0,1745,ELSIE
2022-11-16,POINTY POOL ENTERPRISES,INVOICE,16500.0,1892,ELSIE
2022-11-16,DIGITAL ENTERPRISES,INVOICE,130600.0,001,ELSIE
2022-11-16,SHOP STORE,INVOICE,1000.0,251019,ELSIE
2022-11-16,SELAM ENTERPRISES,INVOICE,7700.0,2836,ELSIE
2022-11-16,STARMAN LIGHTING CO.LTD,INVOICE,4000.0,577,ELSIE
2022-11-16,MERRY SONS,INVOICE,4400.0,1747,ELSIE
2022-11-16,LUCY,INVOICE,8400.0,1748,ELSIE
2022-11-16,STANDARD CABLE CO.LTD,INVOICE,17500.0,1093,ELSIE
2022-11-16,SHOP STORE,INVOICE,1950.0,51307,ELSIE
2022-11-16,SHOP STORE,INVOICE,0.0,51312,ELSIE
2022-11-16,SHOP STORE,INVOICE,215.0,51310,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,30.0,51304,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,140.0,51311,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,7020.0,51309,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,3500.0,51306,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,240.0,51310,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,6600.0,51312,ELSIE
2022-11-16,SHOP STORE,INVOICE,10.0,261022,ELSIE
2022-11-16,SHOP STORE,INVOICE,100.0,261021,ELSIE
2022-11-16,SHOP STORE,INVOICE,3000.0,261020,ELSIE
2022-11-16,SHOP STORE,INVOICE,10.0,261024,ELSIE
2022-11-16,SHOP STORE,INVOICE,100.0,261023,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,2526.0,51301,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,400.0,51302,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,28000.0,51290,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,300.0,51299,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,2.0,51303,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,900.0,51318,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,9000.0,51305,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,300.0,51293,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,35000.0,51294,ELSIE
2022-11-16,SHOP STORE,INVOICE,2789.0,261019,ELSIE
2022-11-16,SHOP STORE,INVOICE,51110.0,261025,ELSIE
2022-11-16,SHOP STORE,INVOICE,61138.0,261018,ELSIE
2022-11-16,SHOP STORE,INVOICE,1000.0,51313,ELSIE
2022-11-16,SHOP STORE,INVOICE,4400.0,261026,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,60.0,51323,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,500.0,51322,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,3310.0,51321,ELSIE
2022-11-16,CBC STORE PLAZA,INVOICE,10.0,51314,ELSIE
2022-11-16,STARMAN LIGHTING CO.LTD,INVOICE,10000.0,579,ELSIE
2022-11-17,KING MAKER ELECTRICAL LTD,INVOICE,11400.0,1750,ELSIE
2022-11-17,GOLDMAX ELECTRICALS LTD,INVOICE,13080.0,1749,ELSIE
2022-11-17,KING MAKER ELECTRICAL LTD,INVOICE,810.0,1752,ELSIE
2022-11-17,LINNER SUPPLIERS,INVOICE,1100.0,1751,ELSIE
2022-11-17,DIGITAL ENTERPRISES,INVOICE,13500.0,1737,ELSIE
2022-11-17,TAMMAM,INVOICE,3800.0,1755,ELSIE
2022-11-17,VPLIFTER,INVOICE,200.0,1756,ELSIE
2022-11-17,KING MAKER ELECTRICAL LTD,INVOICE,1700.0,1757,ELSIE
2022-11-17,MERRY SONS,INVOICE,1760.0,1754,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,2880.0,51329,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,7500.0,51328,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,600.0,51333,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,5800.0,51331,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,20.0,51330,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,9000.0,51332,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,900.0,51335,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,2300.0,51327,ELSIE
2022-11-17,SHOP STORE,INVOICE,26250.0,281029,ELSIE
2022-11-17,ZODIAC ELECTRIC,INVOICE,1230.0,123,ELSIE
2022-11-17,THIRD WORLD,INVOICE,1000.0,1759,ELSIE
2022-11-17,SHOP STORE,INVOICE,62565.0,281034,ELSIE
2022-11-17,CBC STORE PLAZA,INVOICE,48132.0,51336,ELSIE
2022-11-17,SHOP STORE,INVOICE,16800.0,281037,ELSIE
2022-11-17,GOLDMAX ELECTRICALS LTD,INVOICE,2280.0,1760,ELSIE
2022-11-17,VPLIFTER,INVOICE,360.0,1758,ELSIE
2022-11-17,SOATIA VENTURES,INVOICE,82740.0,0089,ELSIE
2022-11-17,POINTY POOL ENTERPRISES,INVOICE,2800.0,1891,ELSIE
2022-11-17,PES ELECTRICALS &,INVOICE,16000.0,757,ELSIE
2022-11-17,COUSIN ENTERPRISES,INVOICE,6500.0,870,ELSIE
2022-11-18,BACKMART MERCHANTS LIMITED,INVOICE,2000.0,3732,ELSIE
2022-11-18,CBC STORE PLAZA,INVOICE,52800.0,51348,ELSIE
2022-11-18,CBC STORE PLAZA,INVOICE,45000.0,51349,ELSIE
2022-11-18,SHOP STORE,INVOICE,19070.0,291043,ELSIE
2022-11-18,SHOP STORE,INVOICE,19365.0,291042,ELSIE
2022-11-18,SHOP STORE,INVOICE,430.0,291044,ELSIE
2022-11-18,TAMMAM,INVOICE,4300.0,1763,ELSIE
2022-11-18,NEW WISE,INVOICE,8000.0,1762,ELSIE
2022-11-18,NEW FAITH,INVOICE,2200.0,1764,ELSIE
2022-11-18,SHOP STORE,INVOICE,169.0,291046,ELSIE
2022-11-18,CBC STORE PLAZA,INVOICE,33410.0,51356,ELSIE
2022-11-18,SIGINON GLOBAL LOGISTICS,INVOICE,47120.0,21448,ELSIE
2022-11-18,BACKMART MERCHANTS LIMITED,INVOICE,1750.0,3861,ELSIE
2022-11-18,SOATIA VENTURES,INVOICE,22000.0,1608,ELSIE
2022-11-18,BACKMART MERCHANTS LIMITED,INVOICE,4750.0,3858,ELSIE
2022-11-18,CBC STORE PLAZA,INVOICE,22400.0,51359,ELSIE
2022-11-18,SHOP STORE,INVOICE,21609.0,291042,ELSIE
2022-11-18,TAMMAM,INVOICE,6500.0,1767,ELSIE
2022-11-18,TAMMAM,INVOICE,1050.0,1765,ELSIE
2022-11-18,CBC STORE PLAZA,INVOICE,83820.0,51368,ELSIE
2022-11-18,SHOP STORE,INVOICE,62.0,291502,ELSIE
2022-11-18,SHASTEC ENTERPRISES,INVOICE,13800.0,338,ELSIE
2022-11-18,SOATIA VENTURES,INVOICE,78500.0,0095,ELSIE
2022-11-18,STARMAN LIGHTING CO.LTD,INVOICE,9000.0,585,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,9900.0,1897,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,22000.0,1899,ELSIE
2022-11-19,COUSIN ENTERPRISES,INVOICE,244500.0,893,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,6500.0,2001,ELSIE
2022-11-19,CBC STORE PLAZA,INVOICE,16900.0,51389,ELSIE
2022-11-19,DAT SOLAR HOME LIGHTING,INVOICE,414000.0,1590,ELSIE
2022-11-19,HUZON ELECTRICALS,INVOICE,9600.0,1141,ELSIE
2022-11-19,POWERTEX,INVOICE,3400.0,1173,ELSIE
2022-11-19,CBC STORE PLAZA,INVOICE,31400.0,51388,ELSIE
2022-11-19,JOY ENTERPRISES,INVOICE,1000.0,5528,ELSIE
2022-11-19,BONNYFIRM AGENCIES,INVOICE,800.0,1066,ELSIE
2022-11-19,STARMAN LIGHTING CO.LTD,INVOICE,6500.0,123,ELSIE
2022-11-19,SPARET ELECTRICALS,INVOICE,9300.0,1249,ELSIE
2022-11-19,SPEEDEX MERCHANTS LTD,INVOICE,9200.0,3491,ELSIE
2022-11-19,TAWAKAL ENT,INVOICE,4000.0,2604,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,89500.0,1896,ELSIE
2022-11-19,WINDSOR GREEN HILLS CABLE,INVOICE,50400.0,07779,ELSIE
2022-11-19,URBAN ROOTS ENTERPRISES,INVOICE,4500.0,015,ELSIE
2022-11-19,KAREITHI ELECTRICAL SHOP,INVOICE,285000.0,8775,ELSIE
2022-11-19,CBC STORE PLAZA,INVOICE,18490.0,51375,ELSIE
2022-11-19,SHOP STORE,INVOICE,19660.0,301054,ELSIE
2022-11-19,CRANE SUPPLIERS,INVOICE,750.0,1771,ELSIE
2022-11-19,TAMMAM,INVOICE,2500.0,1770,ELSIE
2022-11-19,KING MAKER ELECTRICAL LTD,INVOICE,7000.0,1768,ELSIE
2022-11-19,GENESIS ENTERPRISE,INVOICE,600.0,1769,ELSIE
2022-11-19,BABA LUPO,INVOICE,1900.0,1774,ELSIE
2022-11-19,STANDARD CABLE CO.LTD,INVOICE,92000.0,1096,ELSIE
2022-11-19,CBC STORE PLAZA,INVOICE,17252.0,51387,ELSIE
2022-11-19,EDGE ELECTRONICS,INVOICE,7000.0,3604,ELSIE
2022-11-19,SHOP STORE,INVOICE,23490.0,301055,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,2200.0,1898,ELSIE
2022-11-19,POINTY POOL ENTERPRISES,INVOICE,3750.0,1900,ELSIE
2022-11-19,TAMMAM,INVOICE,4000.0,1772,ELSIE
2022-11-19,KING MAKER ELECTRICAL LTD,INVOICE,1500.0,1776,ELSIE
2022-11-19,TAMMAM,INVOICE,3150.0,1775,ELSIE
2022-11-21,SHOP STORE,INVOICE,38421.0,311062,ELSIE
2022-11-21,CBC STORE PLAZA,INVOICE,71110.0,51402,ELSIE
2022-11-21,CBC STORE PLAZA,INVOICE,32790.0,51407,ELSIE
2022-11-21,SMART JONES,INVOICE,16250.0,37,ELSIE
2022-11-21,CBC STORE PLAZA,INVOICE,2730.0,51405,ELSIE
2022-11-21,KING MAKER ELECTRICAL LTD,INVOICE,2250.0,1780,ELSIE
2022-11-21,VPLIFTER,INVOICE,200.0,1777,ELSIE
2022-11-21,TAMMAM,INVOICE,17550.0,1779,ELSIE
2022-11-21,SHOP STORE,INVOICE,13850.0,311059,ELSIE
2022-11-21,SHOP STORE,INVOICE,21931.0,311057,ELSIE
2022-11-21,SHOP STORE,INVOICE,29610.0,311064,ELSIE
2022-11-21,SHOP STORE,INVOICE,51284.0,311068,ELSIE
2022-11-21,SHOP STORE,INVOICE,31160.0,311071,ELSIE
2022-11-21,CBC STORE PLAZA,INVOICE,48405.0,5412,ELSIE
2022-11-22,CBC STORE PLAZA,INVOICE,53620.0,51419,ELSIE
2022-11-22,SHOP STORE,INVOICE,30189.0,321071,ELSIE
2022-11-22,SHOP STORE,INVOICE,17010.0,321077,ELSIE
2022-11-22,CBC STORE PLAZA,INVOICE,134551.0,51430,ELSIE
2022-11-22,PARADISED,INVOICE,5000.0,1790,ELSIE
2022-11-22,TALAN ENTERPRISES,INVOICE,3600.0,1789,ELSIE
2022-11-22,MERRY SONS,INVOICE,2200.0,1787,ELSIE
2022-11-22,TAMMAM,INVOICE,6800.0,1784,ELSIE
2022-11-22,QUICK POWER,INVOICE,24800.0,1783,ELSIE
2022-11-22,GOLDMAX ELECTRICALS LTD,INVOICE,31800.0,1785,ELSIE
2022-11-22,GEOGRESS,INVOICE,1500.0,1788,ELSIE
2022-11-22,CBC STORE PLAZA,INVOICE,7940.0,51435,ELSIE
2022-11-22,SHOP STORE,INVOICE,3650.0,311060,ELSIE
2022-11-22,EMRYAN ELECTRICALS,INVOICE,7000.0,380,ELSIE
2022-11-22,STARMAN LIGHTING CO.LTD,INVOICE,1250.0,590,ELSIE
2022-11-22,CBC STORE PLAZA,INVOICE,3080.0,51441,ELSIE
2022-11-22,TIONAJO TRADERS,INVOICE,48500.0,5747,ELSIE
2022-11-22,WIPAJOS ELECTRICALS LTD,INVOICE,3800.0,1791,ELSIE
2022-11-22,CBC STORE PLAZA,INVOICE,16222.0,51438,ELSIE
2022-11-23,CBC STORE PLAZA,INVOICE,153390.0,51456,ELSIE
2022-11-23,POWERTEX,INVOICE,3500.0,54501,ELSIE
2022-11-23,SPARKLE PLASTIC LTD,INVOICE,1500.0,6896,ELSIE
2022-11-23,SMART JONES,INVOICE,2250.0,40,ELSIE
2022-11-23,STARMAN LIGHTING CO.LTD,INVOICE,14000.0,592,ELSIE
2022-11-23,TAMAM,INVOICE,10850.0,1796,ELSIE
2022-11-23,QUICK POWER,INVOICE,11100.0,1795,ELSIE
2022-11-23,KING MAKER ELECTRICAL LTD,INVOICE,3100.0,1799,ELSIE
2022-11-23,TAMAM,INVOICE,9600.0,1792,ELSIE
2022-11-23,LUCY,INVOICE,10800.0,1794,ELSIE
2022-11-23,QUICK POWER,INVOICE,3600.0,1793,ELSIE
2022-11-23,SHOP STORE,INVOICE,39040.0,7671,ELSIE
2022-11-23,CBC STORE PLAZA,INVOICE,24540.0,51475,ELSIE
2022-11-23,SHOP STORE,INVOICE,10680.0,331081,ELSIE
2022-11-23,COUSIN ENTERPRISES,INVOICE,6500.0,482,ELSIE
2022-11-23,VELLMAX EN LIGHT ELECTRICAL,CASH SALE RECEIPT,37500.0,18566,ELSIE
2022-11-23,QUICK POWER,INVOICE,10800.0,123,ELSIE
2022-11-23,SHARKMAH HARDWARE,INVOICE,1920.0,378,ELSIE
2022-11-23,VPLIFTER,INVOICE,3600.0,123,ELSIE
2022-11-23,POWERTEX,INVOICE,2700.0,54527,ELSIE
2022-11-23,POWERCARE LIMITED,CASH SALE RECEIPT,7200.0,2219,ELSIE
2022-11-23,POWERCARE LIMITED,INVOICE,7000.0,2216,ELSIE
2022-11-23,ZODIAC ELECTRIC,INVOICE,5000.0,583,ELSIE
2022-11-23,ORIGI LED,INVOICE,2990.0,562,ELSIE
2022-11-23,STANDARD ELECTRICALS,INVOICE,2900.0,2680,ELSIE
2022-11-23,HOPE G ENT,INVOICE,3300.0,3458,ELSIE
2022-11-23,WALL BRACKET ELECTRICALS,INVOICE,8300.0,1412,ELSIE
2022-11-23,BONNYFIRM AGENCIES,CASH SALE RECEIPT,5500.0,001,ELSIE
2022-11-23,POWERCARE LIMITED,CASH SALE RECEIPT,22500.0,2220,ELSIE
2022-11-23,PADOFA ELECTRICALS,INVOICE,7245.0,051,ELSIE
2022-11-23,DPLIGHT,INVOICE,1700.0,111,ELSIE
2022-11-23,GENX SYSTEMS,INVOICE,13000.0,1234,ELSIE
2022-11-25,POINTY POOL ENTERPRISES,INVOICE,2500.0,2013,ELSIE
2022-11-25,STARMAN LIGHTING CO.LTD,INVOICE,800.0,258,ELSIE
2022-11-25,STANDARD CABLE CO.LTD,INVOICE,72000.0,1097,ELSIE
2022-11-25,MERRY SONS,INVOICE,1300.0,123,ELSIE
2022-11-25,CBC STORE PLAZA,INVOICE,9400.0,51498,ELSIE
2022-11-25,DIGITAL ENTERPRISES,INVOICE,47200.0,123,ELSIE
2022-11-25,CBC STORE PLAZA,INVOICE,5390.0,51500,ELSIE
2022-11-25,SHOP STORE,INVOICE,18920.0,351082,ELSIE
2022-11-25,STARMAN LIGHTING CO.LTD,INVOICE,250.0,251,ELSIE
2022-11-25,DIGITAL ENTERPRISES,INVOICE,7200.0,121,ELSIE
2022-11-25,CBC STORE PLAZA,INVOICE,35495.0,51483,ELSIE
2022-11-26,SOATIA VENTURES,INVOICE,127400.0,2971,ELSIE
2022-11-26,STARMAN LIGHTING CO.LTD,INVOICE,15000.0,33828,ELSIE
2022-11-26,CBC STORE PLAZA,INVOICE,117634.0,51507,ELSIE
2022-11-26,DIGITAL ENTERPRISES,INVOICE,237000.0,1234,ELSIE
2022-11-26,DIGITAL ENTERPRISES,INVOICE,39200.0,122,ELSIE
2022-11-26,SHOP STORE,INVOICE,27780.0,351086,ELSIE
2022-11-26,SMART JONES,INVOICE,1750.0,42,ELSIE
2022-11-26,SOATIA VENTURES,INVOICE,60800.0,1121,ELSIE
2022-11-26,KING MAKER ELECTRICAL LTD,INVOICE,5000.0,122,ELSIE
2022-11-26,CBC STORE PLAZA,INVOICE,149261.0,51533,ELSIE
2022-11-26,SHOP STORE,INVOICE,30130.0,1234,ELSIE
2022-11-26,CBC STORE PLAZA,INVOICE,0.0,51501,ELSIE
2022-11-26,SHOP STORE,INVOICE,57050.0,351084,ELSIE
2022-11-26,CBC STORE PLAZA,INVOICE,10450.0,51539,ELSIE
2022-11-26,VELLMAX EN LIGHT ELECTRICAL,INVOICE,12500.0,8669,ELSIE
2022-11-26,FOC K SUPLLY CHAIN,INVOICE,12500.0,9734,ELSIE
2022-11-26,VELLMAX EN LIGHT ELECTRICAL,INVOICE,44000.0,8676,ELSIE
2022-11-26,POINTY POOL ENTERPRISES,INVOICE,12000.0,2014,ELSIE
2022-11-26,KING MAKER ELECTRICAL LTD,INVOICE,40000.0,123,ELSIE
2022-11-26,SHOP STORE,INVOICE,36600.0,351086,ELSIE
2022-11-26,CBC STORE PLAZA,INVOICE,10.0,51544,ELSIE
2022-11-28,STARMAN LIGHTING CO.LTD,INVOICE,700.0,267,ELSIE
2022-11-28,DPLIGHT,INVOICE,18000.0,2246,ELSIE
2022-11-28,CBC STORE PLAZA,INVOICE,68000.0,51546,ELSIE
2022-11-28,NEXGEN GREEN,INVOICE,2500.0,14474,ELSIE
2022-11-28,CBC STORE PLAZA,INVOICE,41600.0,51551,ELSIE
2022-11-28,QUICK POWER,INVOICE,13200.0,123,ELSIE
2022-11-28,MONARCH ELECTRONICS,INVOICE,9300.0,100,ELSIE
2022-11-28,STARPOINT ELECTRICALS,INVOICE,1000.0,101,ELSIE
2022-11-28,AUGUSTINE LTD,INVOICE,144000.0,016,ELSIE
2022-11-28,GOLDMAX ELECTRICALS LTD,INVOICE,30800.0,121,ELSIE
2022-11-28,STARMAN LIGHTING CO.LTD,INVOICE,950.0,269,ELSIE
2022-11-28,CBC STORE PLAZA,INVOICE,54500.0,51555,ELSIE
2022-11-28,SHOP STORE,INVOICE,69260.0,361087,ELSIE
2022-11-28,CYCLE WORLD INVESTMENTS,INVOICE,3000.0,1234,ELSIE
2022-11-29,STARMAN LIGHTING CO.LTD,INVOICE,6000.0,272,ELSIE
2022-11-29,STARMAN LIGHTING CO.LTD,INVOICE,800.0,271,ELSIE
2022-11-29,SMART JONES,INVOICE,2700.0,43,ELSIE
2022-11-29,SHANKI ENTERPRISES,INVOICE,6000.0,1234,ELSIE
2022-11-29,ROYAL ELECTRONICS,INVOICE,2250.0,12234,ELSIE
2022-11-29,OPTONICA SALLAN LIGHTING,INVOICE,5000.0,1234,ELSIE
2022-11-29,CBC STORE PLAZA,INVOICE,101442.0,51574,ELSIE
2022-11-29,POINTY POOL ENTERPRISES,INVOICE,4800.0,2015,ELSIE
2022-11-29,LUMINIXE LIMITED,INVOICE,9800.0,1762,ELSIE
2022-11-29,SMART JONES,INVOICE,12000.0,45,ELSIE
2022-11-29,SOATIA VENTURES,INVOICE,18900.0,2812,ELSIE
2022-11-29,SMART JONES,INVOICE,8000.0,46,ELSIE
2022-11-29,EDGE ELECTRONICS,INVOICE,4300.0,3629,ELSIE
2022-11-29,TAMAM,INVOICE,15380.0,123,ELSIE
2022-11-29,GOLDMAX ELECTRICALS LTD,INVOICE,6800.0,124,ELSIE
2022-11-29,KING MAKER ELECTRICAL LTD,INVOICE,20950.0,122,ELSIE
2022-11-29,OPTONICA SALLAN LIGHTING,INVOICE,54000.0,2911,ELSIE
